time,open,high,low,close,Basis,Upper,Lower,Basis,Upper,Lower,Fast EMA
2026-04-23T11:00:00+08:00,4698.773,4708.72,4697.84,4703.25,4730.183099999966,4755.434050115241,4704.93214988469,4730.183099999966,4755.434050115241,4704.93214988469,4706.513430666083
2026-04-23T11:30:00+08:00,4703.19,4707.55,4700.618,4703.79,4728.947599999966,4756.701108267075,4701.194091732857,4728.947599999966,4756.701108267075,4701.194091732857,4705.1517153330415
2026-04-23T12:00:00+08:00,4703.867,4707.21,4700.46,4705.46,4727.465499999966,4756.863270023515,4698.067729976417,4727.465499999966,4756.863270023515,4698.067729976417,4705.305857666521
2026-04-23T12:30:00+08:00,4705.315,4707.19,4698.455,4704.57,4725.845499999966,4756.513153356064,4695.177846643867,4725.845499999966,4756.513153356064,4695.177846643867,4704.93792883326
2026-04-23T13:00:00+08:00,4704.11,4710.38,4703.065,4705.9,4724.628999999966,4756.414300051117,4692.843699948816,4724.628999999966,4756.414300051117,4692.843699948816,4705.41896441663
2026-04-23T13:30:00+08:00,4705.955,4715.44,4692.078,4713.455,4723.220249999967,4754.357556371711,4692.082943628222,4723.220249999967,4754.357556371711,4692.082943628222,4709.436982208315
2026-04-23T14:00:00+08:00,4713.485,4718.28,4708.29,4712.27,4721.619999999967,4751.53002747115,4691.709972528784,4721.619999999967,4751.53002747115,4691.709972528784,4710.853491104158
2026-04-23T14:30:00+08:00,4712.12,4721.47,4708.875,4712.665,4720.250249999966,4749.148979523931,4691.3515204760015,4720.250249999966,4749.148979523931,4691.3515204760015,4711.759245552079
2026-04-23T15:00:00+08:00,4712.999,4716.57,4702.76,4706.042,4718.714349999967,4747.202261776906,4690.226438223029,4718.714349999967,4747.202261776906,4690.226438223029,4708.90062277604
2026-04-23T15:30:00+08:00,4705.885,4720.63,4703.12,4719.06,4717.688849999968,4744.5288720530225,4690.848827946913,4717.688849999968,4744.5288720530225,4690.848827946913,4713.980311388021
2026-04-23T16:00:00+08:00,4719.083,4724.881,4714.75,4715.449,4716.816349999967,4742.7407672899735,4690.891932709961,4716.816349999967,4742.7407672899735,4690.891932709961,4714.71465569401
